Date,Open,High,Low,Close,Adj Close,Volume
5/18/2011,17860,17980,17720,17860,12.844258,16579300
5/19/2011,17820,17960,17600,17600,12.657272,19345200
5/20/2011,17700,17740,17600,17640,12.686044,11069950
5/23/2011,17540,17700,17440,17460,12.556593,14056000
5/24/2011,17440,17680,17300,17300,12.441525,14488500
5/25/2011,17580,17580,17060,17120,12.312077,16018050
5/26/2011,17360,17600,17300,17580,12.642891,13968500
5/27/2011,17480,17980,17340,17820,12.815492,21477600
5/30/2011,17900,17900,17520,17680,12.714808,10293600
5/31/2011,17800,18280,17720,18040,12.973706,23887550
6/1/2011,18040,18240,17900,18220,13.103156,15678500
6/2/2011,17880,17940,17600,17660,12.700427,16582950
6/3/2011,17800,17800,17540,17700,12.729193,10067100
6/7/2011,17520,17780,17380,17740,12.757959,15110100
6/8/2011,17700,17800,17500,17540,12.614126,12938850
6/9/2011,17540,17580,17300,17300,12.441525,21511200
6/10/2011,17400,17480,17020,17020,12.24016,19586600
6/13/2011,16880,17060,16760,17060,12.268929,15062450
6/14/2011,17020,17460,16960,17260,12.412759,10642700
6/15/2011,17320,17380,17020,17300,12.441525,13283100
6/16/2011,17060,17160,16880,16960,12.197009,11940550
6/17/2011,17020,17040,16060,16380,11.779896,36058100
6/20/2011,16260,16280,15900,16000,11.506615,23580500
6/21/2011,16000,16400,15960,16280,11.70798,18844400
6/22/2011,16480,16660,16440,16520,11.88058,16530400
6/23/2011,16500,16780,16400,16620,11.952495,13858400
6/24/2011,16420,17080,16420,17040,12.254542,23453150
6/27/2011,16940,16940,16560,16700,12.010031,15207250
6/28/2011,16800,17060,16620,16640,11.966882,11950100
6/29/2011,16960,16980,16640,16660,12.35243,10348200
6/30/2011,16660,16700,16420,16520,12.24863,16408950
7/1/2011,16860,17200,16760,17100,12.678667,22133050
7/4/2011,17400,17660,17380,17560,13.019728,21439450
7/5/2011,17600,17980,17560,17980,13.331133,21107200
7/6/2011,17860,17960,17740,17960,13.316305,11215100
7/7/2011,17960,17960,17580,17600,13.049385,17861200
7/8/2011,17600,17760,17460,17700,13.123529,12070450
7/11/2011,17600,17600,17240,17300,12.826952,15974500
7/12/2011,17200,17220,16920,17000,12.604519,12397200
7/13/2011,16960,17100,16720,16860,12.500715,16430600
7/14/2011,16700,16700,16460,16620,12.322771,20363350
7/15/2011,16600,16800,16420,16640,12.337602,13621800
7/18/2011,16560,16600,16220,16260,12.055855,18189050
7/19/2011,16120,16540,16120,16440,12.189312,14537100
7/20/2011,16800,17080,16780,17020,12.619348,21079150
7/21/2011,16920,17020,16640,16840,12.485888,10343550
7/22/2011,17000,17120,16840,17000,12.604519,12179600
7/25/2011,17000,17000,16680,16940,12.560033,9496800
7/26/2011,16860,17020,16800,17000,12.604519,11259900
7/27/2011,16960,16960,16720,16900,12.530375,10079450
7/28/2011,16560,16800,16520,16740,12.411745,13623150
7/29/2011,16920,17040,16740,16880,12.515546,15089150
8/1/2011,17100,17500,17100,17400,12.901095,19432400
8/2/2011,17060,17180,17000,17040,12.634178,13486550
8/3/2011,16800,16880,16480,16660,12.35243,20417200
8/4/2011,16780,16780,16300,16420,12.174483,17307750
8/5/2011,15840,16100,15780,15780,11.699961,30392500
8/8/2011,15400,15780,15200,15200,11.269923,30296350
8/9/2011,15000,15060,13920,14480,10.736087,49299200
8/10/2011,15200,15200,14400,14400,10.67677,49244500
8/11/2011,13760,14500,13760,14160,10.498822,39580150
8/12/2011,14420,14440,14000,14140,10.483994,33844600
8/16/2011,14700,15000,14520,15000,11.121635,30042550
8/17/2011,15020,15200,14820,15040,11.151293,14649850
8/18/2011,14960,14980,14060,14180,10.513651,35336000
8/19/2011,13760,13940,13440,13600,10.083615,28970600
8/22/2011,13680,14040,13660,13820,10.246735,20900650
8/23/2011,14000,14700,13980,14460,10.721255,24617300
8/24/2011,14480,14700,14000,14160,10.498822,18508650
8/25/2011,14740,14760,14420,14500,10.750915,19039800
8/26/2011,14340,14680,14340,14520,10.765741,10612300
8/29/2011,14840,14840,14480,14660,10.869544,13001850
8/30/2011,14820,14960,14720,14840,11.003004,12629600
8/31/2011,14940,14940,14620,14880,11.032663,14495500
9/1/2011,15180,15760,14880,15420,11.433039,35833750
9/2/2011,15300,15620,15260,15380,11.403381,12915400
9/5/2011,15100,15120,14600,14620,10.839888,13853900
9/6/2011,14520,14720,14200,14540,10.780572,13213350
9/7/2011,14660,15560,14660,15460,11.4627,17512500
9/8/2011,15600,16040,15560,15960,11.833421,28730500
9/9/2011,15700,16240,15540,15600,11.566501,18082650
9/14/2011,15600,15620,14820,15060,11.166121,27540950
9/15/2011,15680,15680,15300,15420,11.433039,21318350
9/16/2011,15880,16220,15840,15960,11.833421,23811100
9/19/2011,16000,16280,15760,16160,11.981709,12327650
9/20/2011,16220,16360,15920,16220,12.026195,13997500
9/21/2011,16380,16560,16020,16260,12.055855,17063100
9/22/2011,15920,16000,15560,15800,11.714788,15331100
9/23/2011,15280,15600,15020,15160,11.240265,21822900
9/26/2011,15200,15740,15180,15500,11.492353,24018800
9/27/2011,16100,16100,15820,16080,11.922391,16526300
9/28/2011,16480,16500,15820,16140,11.966882,24316950
9/29/2011,16080,16960,16080,16740,12.411745,27675450
9/30/2011,16600,16800,16220,16800,12.456231,25780600
10/4/2011,16100,16640,15920,16560,12.278287,32895000
10/5/2011,16480,17000,16340,16840,12.485888,32102800
10/6/2011,17480,17580,16840,17100,12.678667,29969000
10/7/2011,17300,17620,17000,17200,12.752808,26509200
10/10/2011,17560,17700,17440,17480,12.960412,17246250
10/11/2011,17700,17700,17380,17620,13.064214,22915500
10/12/2011,17440,17980,17400,17960,13.316305,21528500
10/13/2011,17960,17980,17620,17800,13.197675,16266150
10/14/2011,17420,17880,17420,17720,13.138356,10850500
10/17/2011,17800,17900,17620,17800,13.197675,10675550
10/18/2011,17500,17860,17420,17660,13.09387,13844300
10/19/2011,17700,17720,17400,17720,13.138356,10704100
10/20/2011,17720,18400,17660,18140,13.449766,28436600
10/21/2011,18400,18500,18140,18340,13.598052,23307000
10/24/2011,18260,18860,18220,18820,13.953944,18769250
10/25/2011,18720,19020,18700,18900,14.013261,18208000
10/26/2011,18660,18920,18540,18680,13.850141,12504750
10/27/2011,18580,18780,18380,18480,13.701853,17443050
10/28/2011,18560,18920,18540,18900,14.013261,26884350
10/31/2011,18820,19400,18660,19360,14.354323,23792400
11/1/2011,19360,19980,19240,19800,14.68056,30983650
11/2/2011,19400,19560,19320,19420,14.398809,28454600
11/3/2011,19240,19420,19160,19340,14.339495,16408700
11/4/2011,19660,20100,19640,20100,14.90299,26704800
11/7/2011,19920,20000,19720,19860,14.725044,14018050
11/8/2011,19720,19800,19300,19400,14.383981,17069900
11/9/2011,19400,19760,19320,19700,14.606411,19304250
11/10/2011,19340,19460,18700,18700,13.864968,31006050
11/11/2011,18900,19680,18600,19660,14.576755,24246750
11/14/2011,19760,20040,19740,19920,14.769533,14136050
11/15/2011,19720,20000,19600,19920,14.769533,11737100
11/16/2011,19900,20060,19460,19500,14.458124,16934350
11/17/2011,19640,19840,19220,19600,14.53227,12943350
11/18/2011,19420,19540,19240,19260,14.280178,16310300
11/21/2011,19020,19200,18840,19000,14.087404,12791900
11/22/2011,19000,19420,18860,19260,14.280178,12040600
11/23/2011,18960,19200,18700,18700,13.864968,15335700
11/24/2011,18440,19060,18420,18860,13.983603,13680750
11/25/2011,18580,19060,18580,18940,14.042918,11689400
11/28/2011,19180,19640,19160,19560,14.502608,15724000
11/29/2011,19800,20100,19720,20100,14.90299,27588450
11/30/2011,20000,20200,19920,20080,14.888162,19579400
12/1/2011,20700,21600,20580,21480,15.926179,34717150
12/2/2011,21220,21420,20800,21000,15.57029,21917950
12/5/2011,21380,21460,21160,21320,15.807549,14848100
12/6/2011,21140,21400,20820,20880,15.481313,14528550
12/7/2011,21000,21360,20820,21120,15.659265,19746900
12/8/2011,21140,21660,20920,21280,15.777892,25893000
12/9/2011,20980,21480,20740,21060,15.614776,13804200
12/12/2011,21260,21680,21200,21680,16.074469,12163550
12/13/2011,21480,21500,21000,21000,15.57029,13210000
12/14/2011,20680,20900,20500,20800,15.422001,21064350
12/15/2011,20580,20720,20300,20300,15.05128,16963000
12/16/2011,20420,20900,20400,20900,15.496143,12263200
12/19/2011,20900,20900,19680,20140,14.932652,20485300
12/20/2011,20160,20580,20140,20240,15.006789,13750300
12/21/2011,20700,21140,20620,21140,15.674088,20402950
12/22/2011,20900,21060,20820,21040,15.599945,10634550
12/23/2011,21120,21480,21120,21360,15.837209,12299050
12/26/2011,21340,21500,21320,21320,15.807549,6216250
12/27/2011,21360,21600,21060,21460,15.91135,11133650
12/28/2011,21460,21460,21200,21220,20.51269,11023850
12/29/2011,21240,21540,21140,21160,20.454687,10923900
1/2/2012,21400,21600,21300,21600,20.880024,13151350
1/3/2012,21860,22100,21840,22100,21.363358,16927750
1/4/2012,22100,22200,21500,21600,20.880024,17103700
1/5/2012,21460,21580,21100,21100,20.396688,17298400
1/6/2012,21120,21320,20600,20800,20.106688,18816250
1/9/2012,20800,20820,20300,20320,19.642691,19283000
1/10/2012,20420,20720,20420,20520,19.836023,20414800
1/11/2012,20340,20480,20280,20420,19.739359,19110150
1/12/2012,20320,20580,20220,20560,19.874687,18511000
1/13/2012,20560,21000,20520,20920,20.222689,14630750
1/16/2012,20800,20800,20400,20600,19.913351,11614950
1/17/2012,20820,20960,20480,20720,20.029356,17084400
1/18/2012,21020,21040,20440,20600,19.913351,15359650
1/19/2012,20760,21440,20740,21440,20.725357,22385800
1/20/2012,21800,22100,21520,22100,21.363358,25550800
1/25/2012,21840,22500,21840,22280,21.537355,22751300
1/26/2012,22320,22420,21880,22260,21.518026,17655150
1/27/2012,22400,22500,22220,22500,21.750023,12741200
1/30/2012,22580,22600,22180,22300,21.556688,16354450
1/31/2012,22100,22400,21780,22140,21.402021,21731350
2/1/2012,22140,22140,21560,21580,20.860687,22849650
2/2/2012,21720,22080,21360,21600,20.880024,22402650
2/3/2012,21420,21680,21120,21320,20.609354,17801400
2/6/2012,21680,21820,21320,21480,20.764025,15837500
2/7/2012,21540,21920,21460,21860,21.131361,11921950
2/8/2012,21980,22000,21680,21840,21.112019,11809400
2/9/2012,21740,21800,21200,21680,20.957354,24005850
2/10/2012,21680,21680,21220,21240,20.532022,18579100
2/13/2012,21380,21780,21340,21660,20.938019,16017250
2/14/2012,21680,21780,21480,21600,20.880024,12317400
2/15/2012,21960,22760,21840,22700,21.943356,28522350
2/16/2012,22600,22800,22420,22700,21.943356,15411800
2/17/2012,23180,23600,23120,23520,22.736023,17308450
2/20/2012,23560,23880,23320,23500,22.71669,14814150
2/21/2012,23500,23960,23300,23600,22.813356,10808250
2/22/2012,23640,24000,23440,23940,23.142027,11779250
2/23/2012,23460,23580,23020,23200,22.426691,23259200
2/24/2012,23060,23720,23060,23600,22.813356,14240300
2/27/2012,23480,23600,23180,23420,22.63936,8273300
2/28/2012,23920,24000,23620,23700,22.91003,16648100
2/29/2012,23820,24180,23820,24120,23.316031,17278300
3/2/2012,24300,24340,23580,23640,22.852024,18023700
3/5/2012,23800,23820,23320,23480,22.697357,11175250
3/6/2012,23580,23860,23340,23600,22.813356,10572850
3/7/2012,23500,23660,23300,23440,22.658691,11521550
3/8/2012,23600,23720,23300,23600,22.813356,20270400
3/9/2012,23820,24620,23760,24600,23.780029,18228800
3/12/2012,24480,24520,24200,24200,23.393358,11826950
3/13/2012,24000,24580,24000,24420,23.606031,11985550
3/14/2012,24600,25100,24600,25000,24.166697,18279650
3/15/2012,25020,25200,24840,25000,24.166697,14038800
3/16/2012,25200,25340,24760,24760,23.934698,18070200
3/19/2012,24700,25360,24680,25200,24.360027,11881850
3/20/2012,25340,25540,25200,25340,24.495365,11935500
3/21/2012,25200,25200,24840,24840,24.012032,12913550
3/22/2012,24700,25260,24700,25160,24.321363,12675450
3/23/2012,24860,25480,24860,25220,24.379356,10818600
3/26/2012,25360,25500,25220,25500,24.650028,9237800
3/27/2012,25700,26220,25520,26220,25.346027,14186350
3/28/2012,26000,26160,25900,26040,25.172031,9914550
3/29/2012,25980,25980,25600,25600,24.746698,11670000
3/30/2012,25400,25600,25140,25500,24.650028,15281700
4/2/2012,25500,25980,25220,25980,25.114031,12582950
4/3/2012,26400,26780,26040,26700,25.81003,16507900
4/4/2012,26620,27020,26300,26400,25.520029,14599350
4/5/2012,26040,26700,25940,26600,25.713362,12921350
4/6/2012,26540,26680,26260,26640,25.752031,10289650
4/9/2012,26400,26600,26120,26340,25.462029,8572600
4/10/2012,26280,26400,26140,26220,25.346027,11176100
4/12/2012,25660,25980,25360,25460,24.611361,25240650
4/13/2012,25300,25540,25200,25360,24.514696,35409200
4/16/2012,25460,25520,25000,25180,24.3407,15222400
4/17/2012,25020,25280,24820,24980,24.147364,14552300
4/18/2012,25540,26040,25380,25860,24.998026,17253750
4/19/2012,25840,26140,25780,26140,25.268696,13156400
4/20/2012,25880,25940,25560,25640,24.78536,9900550
4/23/2012,25380,25600,25240,25580,24.727356,8388400
4/24/2012,25300,25720,25240,25660,24.804695,13238350
4/25/2012,26080,26300,25860,26100,25.230022,13821600
4/26/2012,26400,26800,26340,26800,25.906694,16479500
4/27/2012,27100,27660,27020,27480,26.564028,15905350
4/30/2012,27900,28180,27540,27800,26.873365,15757100
5/2/2012,28200,28360,27980,28200,27.260033,18420750
5/3/2012,28040,28200,27960,28020,27.086031,10327050
5/4/2012,27500,27960,26980,27200,26.293364,20484300
5/7/2012,26840,27060,26500,26840,25.945366,18908450
5/8/2012,26960,27040,26780,26820,25.926031,12048600
5/9/2012,26700,26960,26480,26620,25.732695,12661700
5/10/2012,26580,26720,26440,26540,25.655361,13145000
5/11/2012,26300,26460,26060,26060,25.19136,13626400
5/14/2012,26100,26540,26080,26280,25.404026,15092100
5/15/2012,26080,26400,26000,26220,25.346027,15558100
5/16/2012,25960,26000,24560,24600,23.780029,38488900
5/17/2012,24600,24860,24020,24460,23.644691,33041100
5/18/2012,24080,24100,23300,23320,22.542692,30023750
5/21/2012,23880,24320,23800,24180,23.374025,23702750
5/22/2012,25100,25100,24540,24800,23.97336,23830550
5/23/2012,24800,24800,23900,24420,23.606031,16157100
5/24/2012,24260,24500,23960,24500,23.683365,15251250
5/25/2012,24660,24920,24460,24500,23.683365,10164250
5/29/2012,24240,24760,24120,24760,23.934698,10815350
5/30/2012,24760,24800,24300,24520,23.702692,12653250
5/31/2012,24260,24260,23840,24220,23.412695,22106900
6/1/2012,24260,24740,23980,24660,23.838034,13554450
6/4/2012,23960,24100,23840,23920,23.122692,18068750
6/5/2012,24020,24180,23860,24060,23.258026,12848900
6/7/2012,24780,25300,24660,25300,24.456692,20928350
6/8/2012,25500,25500,24900,24940,24.108692,9956350
6/11/2012,25440,25500,25320,25360,24.514696,9906200
6/12/2012,24920,25200,24900,25100,24.263361,8805200
6/13/2012,25320,25480,25120,25420,24.572697,9572600
6/14/2012,25380,25420,25120,25220,24.379356,21995050
6/15/2012,25000,25200,24280,24340,23.528694,30404200
6/18/2012,24800,25140,24680,24860,24.031364,17608150
6/19/2012,24900,24940,24440,24880,24.05069,14839400
6/20/2012,24980,25300,24900,25040,24.205362,13237700
6/21/2012,24680,24840,24520,24540,23.722029,12753750
6/22/2012,23780,24040,23600,23640,22.852024,31294350
6/25/2012,23420,23560,22560,22640,21.885355,41318100
6/26/2012,22660,22980,22580,22780,22.020693,25283500
6/27/2012,22800,23540,22600,23340,22.562025,23542000
6/28/2012,23340,23600,23060,23360,23.075699,10398350
6/29/2012,23340,24020,23060,24020,23.727665,18604450
7/2/2012,24160,24180,23420,23480,23.194237,19106750
7/3/2012,23640,23860,23400,23500,23.213991,15801550
7/4/2012,23640,23940,23560,23820,23.530098,19158750
7/5/2012,23740,23880,23540,23700,23.41156,9068550
7/6/2012,23880,23880,23060,23220,22.937397,21158900
7/9/2012,22700,22760,22520,22520,22.245922,21282300
7/10/2012,22700,22840,22420,22540,22.265673,17720700
7/11/2012,22580,22660,22160,22360,22.087866,18001300
7/12/2012,22420,22520,21820,21820,21.55444,24858600
7/13/2012,21920,22880,21820,22780,22.502756,27070750
7/16/2012,22900,23100,22660,23040,22.759588,15261950
7/17/2012,22960,23560,22720,23360,23.075699,15885300
7/18/2012,23580,23700,22760,23080,22.799103,14618050
7/19/2012,23600,24040,23440,23900,23.609127,24847100
7/20/2012,24040,24060,23820,23820,23.530098,11992100
7/23/2012,23300,23400,23100,23240,22.957153,12844350
